Município,Código,Gentílico,Prefeito_2017,Área_Territorial_2018,População_estimada_pessoas_2019,Densidade_demográfica_2010,Escolarização_6_a_14_anos_%_2010,IDHMunicipal_2010,Mortalidade_infantil_óbitos_por_mil_nascidos_vivos_2017,Receitas_realizadas_×1000_2017,Despesas_empenhadas_×1000_2017,PIB_per_capita_2017
Antônio João,5000906,antônio-joanense,MARCELEIDE HARTEMAM PEREIRA MARQUES,"1145,175",8956,"7,17","96,9","0,643","37,88","37662,66908","29863,4897","26235,25"
Aparecida do Taboado,5001003,aparecidense,JOSE ROBSON SAMARA RODRIGUES DE ALMEIDA,"2750,15",25745,"8,12","97,5","0,697","7,92","104436,0465","92865,23644","41324,86"
Aquidauana,5001102,aquidauanense,ODILON FERRAZ ALVES RIBEIRO,"16970,711",47871,"2,69","97,6","0,688","8,06","156493,7827","140192,5777","19331,31"
Aral Moreira,5001243,aral-moreirense,ALEXANDRINO ARÉVALO GARCIA,"1655,66",12149,"6,19","90,7","0,633","6,02","46128,61232","40265,39698","40588,93"
Bandeirantes,5001508,bandeirantense,ALVARO NACKLE URT,"3115,684",6788,"2,12","97,6","0,681","11,11","32383,98241","27736,79754","48140,78"
Bataguassu,5001904,bataguassuense,PEDRO ARLEI CARAVINA,"2417,599",23024,"8,21","97,9","0,71","8,06","101072,4976","76316,62643","35368,22"
Batayporã,5002001,bataiporãense,JORGE LUIZ TAKAHASHI,"1828,024",11329,"5,98",97,"0,684","16,95","37140,66329","36997,92023","30150,06"
Bela Vista,5002100,bela-vistense,REINALDO MIRANDA BENITES,"4892,603",24629,"4,74",96,"0,698","20,55","70063,16597","62727,637","21192,63"
Bodoquena,5002159,bodoquenense,KAZUTO HORII,"2507,319",7875,"3,18","99,2","0,666","29,41","49691,42035","38632,19099","26770,66"
Bonito,5002209,bonitense,ODILSON ARRUDA SOARES,"4934,414",21976,"3,97","97,3","0,67","13,09","89150,1933","76138,8454","31736,75"
Brasilândia,5002308,brasilandense,ANTONIO DE PADUA THIAGO,"5807,224",11872,"2,04","98,7","0,701","7,25","56932,27731","46406,77853","43749,84"
Caarapó,5002407,caarapoense,ANDRÉ LUÍZ NEZZI DE CARVALHO,"2089,6",30174,"12,33","91,5","0,692","7,37","104146,644","91984,58696","40401,05"
Camapuã,5002605,camapuense,DELANO DE OLIVEIRA HUBER,"6228,631",13711,"2,19","97,9","0,703","16,39","58100,40673","47038,08983","29850,66"
Campo Grande,5002704,campo-grandense,MARCOS MARCELLO TRAD,"8092,951",895982,"97,22",98,"0,784","8,76","3294334,85","3167289,855","30924,89"
Caracol,5002803,caracolense,MANOEL DOS SANTOS VIAIS,"2940,251",6116,"1,84","97,9","0,647","14,08","27969,42288","24308,94604","19628,86"
Cassilândia,5002902,cassilandense,JAIR BONI COGO,"3649,728",21939,"5,74","98,9","0,727",4,"90186,05499","73967,12289","25437,57"
Chapadão do Sul,5002951,chapadense,JOÃO CARLOS KRUG,"3249,542",25218,"5,1","98,3","0,754","13,7","147161,3572","117183,5757","62084,66"
Corguinho,5003108,corguinhense,MARCELA RIBEIRO LOPES,"2638,168",5947,"1,84","98,3","0,671","46,51","24211,13673","19460,3036","18768,88"
Coronel Sapucaia,5003157,sapucaense,RUDI PAETZOLD,"1025,049",15253,"13,72",84,"0,589","18,29","44187,84699","38080,55402","12840,71"
Corumbá,5003207,corumbaense,RUITER CUNHA DE OLIVEIRA,"64721,719",111435,"1,6","94,7","0,7","17,48","518024,6544","419278,9223","26107,73"
Costa Rica,5003256,costa-riquense,WALDELI DOS SANTOS ROSA,"4159,003",20823,"3,67","98,6","0,706","8,7","128257,8683","102726,5105","73513,2"
Coxim,5003306,coxinense,ALUIZIO COMETKI SÃO JOSÉ,"6409,224",33543,"5,02","97,1","0,703","5,27","117259,7257","101848,8957","25204,48"
Deodápolis,5003454,deodapolense,VALDIR LUIZ SARTOR,"831,21",12924,"14,6","99,1","0,694","10,53","31503,99158","27192,15907","20674,19"
Dois Irmãos do Buriti,5003488,buritiense,EDILSOM ZANDONA DE SOUZA,"2341,649",11385,"4,42","95,9","0,639","6,1","39532,66837","33625,60546","16779,72"
Douradina,5003504,douradinense,JEAN SERGIO CLAVISSO FOGAÇA,"280,787",5924,"19,1","99,1","0,699","26,32","24839,17589","21062,29173","20589,53"
Dourados,5003702,douradense,DÉLIA GODOY RAZUK,"4086,237",222949,"47,97","97,1","0,747","9,81","816975,0262","724693,2989","38187,03"
Eldorado,5003751,eldoradense,AGUINALDO DOS SANTOS,"1017,785",12353,"11,49","96,1","0,684","23,95","42162,83623","35434,82574","28934,59"
Fátima do Sul,5003801,fátima-sulense,ILDA SALGADO MACHADO,"315,16",19189,"60,4",98,"0,714","6,64","57367,65091","50749,58249","24535,61"
Figueirão,5003900,figueirãoense,ROGÉRIO RODRIGUES ROSALIN,"4882,873",3051,"0,6","95,9","0,66","32,26","21522,93792","19488,16574","31877,19"
Glória de Dourados,5004007,glória-douradense,ARISTEU PEREIRA NANTES,"491,746",9965,"20,19","99,8","0,721","7,75","26365,26247","25909,10675","19075,91"
Guia Lopes da Laguna,5004106,lagunense,JAIR SCAPINI,"1210,606",9895,"8,56","96,5","0,675","7,87","30531,82583","27111,67057","23372,89"
Iguatemi,5004304,iguatemiense,PATRICIA DENERUSSON NELLI,"2946,517",16078,"5,05",96,"0,662","4,15","48630,16457","41725,03139","24153,87"
Inocência,5004403,inocentino,JOSÉ ARNALDO FERREIRA DE MELO,"5776,028",7610,"1,33","96,6","0,681","27,27","40200,93753","36315,18574","34413,22"
Itaporã,5004502,itaporanense,MARCOS ANTONIO PACO,"1321,811",24839,"15,79","94,8","0,654","12,55","58458,94612","48894,64753","27561,22"
Itaquiraí,5004601,itaquirense,RICARDO FAVARO NETO,"2064,042",21142,"9,02","97,5","0,62","10,91","71876,13612","60057,82035","29783,96"
Ivinhema,5004700,ivinhemense,ÉDER UILSON FRANÇA LIMA,"2010,168",23187,"11,11",99,"0,72","5,08","87474,49357","74869,67671","47402,3"
Japorã,5004809,japoraense,VANDERLEY BISPO DE OLIVEIRA,"419,397",9110,"18,43","86,1","0,526","10,99","34556,31367","29978,75025","14008,64"
Jaraguari,5004908,jaraguariense,EDSON RODRIGUES NOGUEIRA,"2912,822",7187,"2,18","96,6","0,664","57,69","26524,80896","25833,57061","27316,3"
Jardim,5005004,jardinense,GUILHERME ALVES MONTEIRO,"2201,515",26097,"11,06","98,9","0,712","11,76","78467,49801","68873,47567","20509,2"
Jateí,5005103,jateiense,ERALDO JORGE LEITE,"1927,949",4027,"2,08","95,6","0,708","61,22","41245,63623","33967,27306","67200,67"
Juti,5005152,jutiense,ELIZANGELA MARTINS BIAZOTTI,"1584,529",6712,"3,72","93,4","0,623","27,78","25215,67018","22649,73347","38292,47"
Ladário,5005202,ladarense,CARLOS ANIBAL RUSO PEDROZO,"340,765",23331,"57,57",97,"0,704","22,5","65137,41872","48238,67171","13047,87"
Laguna Carapã,5005251,lagunense,ITAMAR BILIBIO,"1734,068",7341,"3,74",95,"0,672","7,75","39194,54576","35677,46888","59577,58"
Maracaju,5005400,maracajuense,MAURILIO FERREIRA AZAMBUJA,"5299,184",47083,"7,06","96,5","0,736","6,32","177164,3288","152221,5995","53037,52"
Miranda,5005608,mirandense,MARLENE DE MATOS BOSSAY,"5475,367",28013,"4,67","94,3","0,632","16,57","70250,74521","64621,43539","18195,48"
Mundo Novo,5005681,mundo-novense,VALDOMIRO BRISCHILIARI,"477,78",18366,"35,67",97,"0,686","20,34","62432,17553","51389,89554","25594,35"
Naviraí,5005707,naviraiense,JOSE IZAURI DE MACEDO,"3193,552",54878,"14,54",97,"0,7","10,58","183325,0058","164652,6624","27838,29"
Nioaque,5005806,nioaquense,VALDIR COUTO DE SOUZA JÚNIOR,"3923,79",13930,"3,67",97,"0,639","11,3","44471,96449","39125,09084","17971,79"
Nova Alvorada do Sul,5006002,novalvoradense,ARLEI SILVA BARBOSA,"4019,323",21882,"4,09","96,2","0,694","6,21","84082,07004","72559,36743","69041,15"
Nova Andradina,5006200,nova-andradinense,JOSÉ GILBERTO GARCIA,"4776,002",54374,"9,54","98,2","0,721","6,33","168769,194","147091,7337","38154,19"
Novo Horizonte do Sul,5006259,novo horizontino do sul,MARCÍLIO ALVARO BENEDITO,"849,095",3814,"5,82","98,2","0,649","27,03","25442,16197","21508,39875","45974,57"
Paraíso das Águas,5006275,paraisense,IVAN DA CRUZ PEREIRA,"5061,433",5555,-,-,-,-,"45459,8933","37325,71586","115498,52"
Paranaíba,5006309,paranaibano,RONALDO JOSÉ SEVERINO DE LIMA,"5402,652",42148,"7,44","99,3","0,721","8,99","130530,4499","115252,3308","28554,38"
Paranhos,5006358,paranhense,DIRCEU BETTONI,"1309,156",14228,"9,43","91,6","0,588","21,2","57151,78021","40636,66221","11524,2"
Pedro Gomes,5006408,pedro-gomense,WILLIAM LUIZ FONTOURA,"3651,175",7674,"2,18","99,1","0,671","12,66","28182,96135","23695,05035","26866,85"
Ponta Porã,5006606,ponta-poranense,HELIO PELUFFO FILHO,"5330,448",92526,"14,61","96,9","0,701","11,72","281189,9398","233008,1681","29484,92"
Porto Murtinho,5006903,murtinhense,DERLEI JOÃO DELEVATTI,"17985,54",17131,"0,87","94,1","0,666","7,84","67610,94006","54604,03641","19037,1"
Ribas do Rio Pardo,5007109,rio-pardense,PAULO CESAR LIMA SILVEIRA,"17308,805",24615,"1,21","97,2","0,664","16,57","94861,5897","83516,27466","40490,38"
Rio Brilhante,5007208,rio-brilhantense,DONATO LOPES DA SILVA,"3987,397",37514,"7,69","96,7","0,715","11,43","155915,1012","121442,774","57462,37"
Rio Negro,5007307,rio-negrense,CLEIDIMAR DA SILVA CAMARGO,"1807,668",4831,"2,79","95,2","0,709","34,48","21968,14746","17019,52948","18115,34"
Rio Verde de Mato Grosso,5007406,rio-verdense,MARIO ALBERTO KRUGER,"8154,522",19746,"2,32","94,7","0,673","17,79","72424,28875","60481,8048","22809,35"
Rochedo,5007505,rochedense,FRANCISCO DE PAULA RIBEIRO JUNIOR,"1561,055",5499,"3,16","97,3","0,651","22,22","27740,96935","21610,84017","32957,57"
Santa Rita do Pardo,5007554,santa-ritense,CACILDO DAGNO PEREIRA,"6139,729",7851,"1,18","97,7","0,642","11,9","35932,90921","32028,08286","57104,12"
São Gabriel do Oeste,5007695,gabrielense,JEFERSON LUIZ TOMAZONI,"3864,691",26771,"5,75","98,1","0,729","5,04","145522,3007","129340,506","54543,27"
Sete Quedas,5007703,sete-quedense,FRANCISCO PIROLI,"833,733",10791,"12,93","93,5","0,614","6,21","39146,16465","29460,18946","19177,42"
Selvíria,5007802,selvirense,JOSÉ FERNANDO BARBOSA DOS SANTOS,"3258,325",6529,"1,93","96,1","0,682",20,"41146,95272","35809,47982","271094,7"
Sidrolândia,5007901,sidrolandense,MARCELO DE ARAUJO ASCOLI,"5286,405",57665,"7,97","98,1","0,686","12,28","163049,1364","141482,0302","29905,4"
Sonora,5007935,sonorense,ENELTO RAMOS DA SILVA,"4075,423",19274,"3,64","98,5","0,681","13,95","65776,90037","54025,31415","35260,23"
Tacuru,5007950,tacuruense,CARLOS ALBERTO PELEGRINI,"1785,322",11552,"5,72",95,"0,593","40,82","39634,93349","34249,75941","17147,41"
Taquarussu,5007976,taquarussuense,ROBERTO TAVARES ALMEIDA,"1041,121",3588,"3,38","94,7","0,651","45,45","32198,00329","27100,73553","30618,47"
Terenos,5008008,terenense,SEBASTIAO DONIZETE BARRACO,"2841,686",21806,"6,03","95,5","0,658","11,63","68512,24666","55276,49116","22344,61"
Três Lagoas,5008305,três-lagoense,ANGELO CHAVES GUERREIRO,"10206,949",121388,"9,97","97,5","0,744","10,8","541766,7403","434723,824","86244,15"
Vicentina,5008404,vicentinense,MARCOS BENEDETTI HERMENEGILDO,"310,163",6102,"19,03","98,7","0,711","12,82","24527,18606","21967,52228","35479,78"
Abatiá,4100103,abatiense,NELSON GARCIA JUNIOR,"228,717",7457,"33,95","96,5","0,687","17,24","21302,4779","17805,68531","22813,99"
Adrianópolis,4100202,adrianopolitano ou adrianopolense,ALCIDES RODRIGUES BASSETE,"1349,311",5919,"4,73","95,8","0,667","10,2","26990,78756","28870,37751","40690,26"
Agudos do Sul,4100301,agudense-do-sul ou agudense,LUCIANE MAIRA TEIXEIRA,"192,261",9371,"43,01","96,3","0,66","8,85","23790,02827","21427,99858","20765,33"
Almirante Tamandaré,4100400,tamandareense,GERSON DENILSON COLODEL,"194,744",118623,"529,95","95,6","0,699","10,08","200858,7373","165618,1359","13200,7"
Altamira do Paraná,4100459,altamirense,ELZA APARECIDA DA SILVA AGUIAR,"386,945",1942,"11,13","97,5","0,667","16,67","21885,68263","18152,12621","24472,95"
Altônia,4100509,altoniano,CLAUDENIR GERVASONE,"661,56",22056,"31,01","99,7","0,721","12,24","56894,27554","47629,1877","16344,94"
Alto Paraná,4100608,alto-paranaense,ALTAMIRO PEREIRA SANTANA,"407,719",14770,"33,51",96,"0,696","22,99","49050,42207","38262,57745","26735,81"
Alto Piquiri,4100707,alto-piquirense,LUIS CARLOS BORGES CARDOSO,"447,666",9836,"22,74","97,7","0,676","7,52","33578,9144","29397,10094","27880,65"
Alvorada do Sul,4100806,alvoradense-do-sul,MARCOS ANTONIO VOLTARELLI,"424,25",11406,"24,24","97,4","0,708","9,01","38595,7058","31618,65319","22182,29"
Amaporã,4100905,amaporense,TEREZINHA FUMIKO YAMAKAWA,"384,735",6257,"14,15","98,3","0,669","12,66","23652,63869","18754,4073","19291,8"
Ampére,4101002,amperense,DISNEI LUQUINI,"298,349",19152,"58,01","99,3","0,709","7,52","53952,96976","46246,99499","30580,11"
Anahy,4101051,anaiense,CARLOS ANTONIO REIS,"102,647",2801,28,"97,4","0,695","23,26","16524,26347","13272,15823","25572,32"
Andirá,4101101,andiraense,IONE ELIZABETH ALVES ABIB,"236,075",20031,"87,3","99,1","0,725","8,13","76575,51877","64662,02459","34403,28"
Ângulo,4101150,angulense,ROGERIO APARECIDO BERNARDO,"106,021",2928,"26,97",100,"0,721","48,78","22532,87433","17528,14675","33353,32"
Antonina,4101200,antoninense,JOSE PAULO VIEIRA AZIM,"882,317",18980,"21,41","97,6","0,687","14,34","54850,93103","48021,89756","26612,85"
Antônio Olinto,4101309,antoniolintense,FABIO STANISZEWSKI MACHIAVELLI,"469,62",7434,"15,65","98,6","0,656","21,98","23695,77347","19303,32688","22442,57"
Apucarana,4101408,apucaranense,SEBASTIÃO FERREIRA MARTINS JUNIOR,"558,389",134996,"216,55","97,8","0,748","18,48","333503,2496","302077,09","23872,36"
Arapongas,4101507,araponguense,SERGIO ONOFRE DA SILVA,"382,215",123027,"272,49","97,3","0,748","10,07","279550,0795","245423,8582","37763,08"
Arapoti,4101606,arapotiense,BRAZ RIZZI,"1360,494",28115,19,"97,7","0,723","10,1","95686,15669","76735,60762","39092,54"
Arapuã,4101655,arapuense,DEODATO MATIAS,"217,371",3068,"16,34","97,1","0,676","16,13","17607,90099","15645,49382","27038,42"
Araruna,4101705,ararunense,LEANDRO CESAR DE OLIVEIRA,"493,19",13970,"27,21","99,1","0,704","5,26","47109,10876","41793,60073","34709,58"
Araucária,4101804,araucariano,HISSAM HUSSEIN DEHAINI,"469,24",143843,"253,86","97,4","0,74","11,03","1031236,182","713669,6904","123478,34"
Ariranha do Ivaí,4101853,ariranhense do ivaí,AUGUSTO APARECIDO CICATTO,"239,562",2108,"10,24","99,4","0,67","27,78","17929,99824","12450,41518","34323,16"
Assaí,4101903,assaiense,ACACIO SECCI,"440,347",15119,"37,14",98,"0,728","9,71","47740,25987","39980,4735","24705,04"
Assis Chateaubriand,4102000,assis-chateaubriense,JOÃO APARECIDO PEGORARO,"969,587",33362,"34,06","98,6","0,729","6,38","110029,7772","93861,28847","33808,38"
Astorga,4102109,astorgano,ANTONIO CARLOS LOPES,"434,792",26111,"56,8","97,4","0,747","9,52","81604,54154","69112,08505","27526,81"
Atalaia,4102208,atalaiense,FABIO FUMAGALLI VILHENA DE PAIVA,"137,663",3892,"28,42","99,6","0,736","69,77","22112,7648","19697,19113","38365,65"
Balsa Nova,4102307,balsa-novense,LUIZ CLAUDIO COSTA,"348,926",12941,"32,39","87,4","0,696","4,22","53670,59253","45954,50726","51138,02"
Bandeirantes,4102406,bandeirantense,LINO MARTINS,"445,192",31367,"72,29","97,8","0,727","8,97","73915,03994","61630,87433","22389,79"
Barbosa Ferraz,4102505,barbosense,EDENILSON APARECIDO MILIOSSI,"538,636",11568,"23,5","98,2","0,696","16,81","36116,20339","31640,69078","17627,25"
Barracão,4102604,barraconense,MARCO AURELIO ZANDONA,"171,402",10275,"56,78","95,3","0,706","6,71","39271,02329","32592,50439","22298,89"
Barra do Jacaré,4102703,barrense,ADALBERTO DE FREITAS AGUIAR,"115,724",2781,"23,56","98,7","0,744",80,"16904,05899","13728,96018","27826,91"
Bela Vista da Caroba,4102752,bela-vistense,DILSO STORCH,"148,107",3511,"26,64","99,5","0,681","35,71","16979,21179","13878,83643","17539,59"
Bela Vista do Paraíso,4102802,bela-vistense,EDSON VIEIRA BRENE,"242,689",15397,"62,13","97,3","0,716","9,22","44196,64293","36909,66925","28771,81"
Bituruna,4102901,biturenense,CLAUDINEI DE PAULA CASTILHO,"1228,284",16389,"13,07","98,2","0,667","14,81","54066,00709","47507,87074","19877,69"
Boa Esperança,4103008,boa-esperansense,WENDERSON APARECIDO PEREIRA DOS SANTOS,"302,739",4105,"14,86",99,"0,72","15,63","23815,23761","20710,11438","44481,26"
Boa Esperança do Iguaçu,4103024,boaesperencense,EVANDRO LUIZ CECATO,"151,797",2503,"18,21","98,3","0,7","54,05","18090,96703","15984,69558","32032,78"
Boa Ventura de São Roque,4103040,boa venturense,EDSON FLAVIO HOFFMANN,"620,453",6387,"10,53","97,5","0,655","12,2",31810,22773,"33438,88"
Boa Vista da Aparecida,4103057,boa-vistense,LEONIR ANTUNES DOS SANTOS,"256,297",7591,"30,87","99,2","0,67","8,13","29754,88719","29694,59198","17034,22"
Bocaiúva do Sul,4103107,bocaiuvense,FLORESMUNDO ALBERTI JUNIOR,"826,344",12944,"13,3","95,1","0,64",15,"33981,14629","27294,50966","15858,52"
Bom Jesus do Sul,4103156,bonjesuense,ORASIL CEZAR BUENO DA SILVA,"173,817",3541,"21,82","99,4","0,697","16,13","19948,46221","17631,48328","18872,02"
Bom Sucesso,4103206,bom-sucessense,RAIMUNDO SEVERIANO DE ALMEIDA JUNIOR,"322,755",7032,"20,33","95,5","0,686","11,63","27358,73939","24688,72162","17496,48"
Bom Sucesso do Sul,4103222,bomsucessense do sul,NILSON ANTONIO FEVERSANI,"195,931",3264,"16,81","98,3","0,742","27,78","22286,35576","18117,63482","52362,11"
Borrazópolis,4103305,borrazopolitano,ADILSON LUCCHETTI,"334,378",6592,"23,56",99,"0,717","11,24","23979,11338","19373,08251","22841,29"
Braganey,4103354,braganense,ODAIR GUERREIRO OLIVEIRA,"343,321",5427,"16,7",98,"0,701","27,4","23080,73628","17629,07055","28476,63"
Brasilândia do Sul,4103370,brasilandiense,MARCIO JULIANO MARCOLINO,"291,036",2651,"11,03","97,8","0,681","18,52","23381,87059","21465,422","55542,69"
Cafeara,4103404,cafearense,OSCIMAR JOSE SPERANDIO,"185,8",2934,"14,5","99,5","0,693","66,67","16859,40046","14641,14835","21175,91"
Cafelândia,4103453,cafelandense,ESTANISLAU MATEUS FRANUS,"271,724",18120,"53,96",98,"0,748","13,33","74075,55686","60227,67424","78303,6"
Cafezal do Sul,4103479,cafezalense,MARIO JUNIO KAZUO DA SILVA,"335,392",4044,"12,79","98,4","0,692","19,61","19863,67722","19078,61298","21281,01"
Califórnia,4103503,californiano,PAULO WILSON MENDES,"141,817",8570,"56,9","97,2","0,722","7,35","27659,24936","20409,75699","19962,81"
Cambará,4103602,cambaraense,JOAO MATTAR OLIVATO,"366,153",25360,"65,23","97,3","0,721","7,07","75318,25344","53645,22294","24380,74"
Cambé,4103701,cambeense,JOSE DO CARMO GARCIA,"495,375",106533,"195,47","97,5","0,734","14,76","285940,1939","248791,5082","36457,75"
Cambira,4103800,cambirense,EMERSON TOLEDO PIRES,"163,388",7865,"44,29","97,5","0,725","30,61","26273,58534","20228,08928","23850,87"
Campina da Lagoa,4103909,campinense-da-lagoa,MILTON LUIS ALVES,"796,614",14202,"19,32","97,3","0,704","18,1","48287,58412","40522,95684","26185,22"
Campina do Simão,4103958,campineiro do simão,EMILIO ALTEMIRO LAZZARETTI,"448,424",3887,"9,09","98,4","0,63","15,63","22366,71652","19437,25859","22745,62"
Campina Grande do Sul,4104006,campinense-do-sul,BIHL ELERIAN ZANETTI,"539,245",43288,"71,9",98,"0,718","9,5","146811,3567","115275,2415","34853,56"
Campo Bonito,4104055,campo-bonitense,ANTONIO CARLOS DOMINIAK,"433,832",3833,"10,16","97,4","0,681","62,5","21110,75793","17150,83172","36377,87"
Campo do Tenente,4104105,tenentiano,JORGE LUIZ QUEGE,"304,488",7971,"23,4","98,7","0,686","7,41","24380,72221","21964,27138","23513,81"
Campo Largo,4104204,campo-larguense,MARCELO FABIANI PUPPI,"1243,552",132002,"89,93","97,7","0,745","11,53","334617,8107","263348,3806","32610,37"
Campo Magro,4104253,campomagrense,CLAUDIO CESAR CASAGRANDE,"275,352",29318,"90,22","96,1","0,701","10,26","70517,06947","66764,12173","14750,91"
Campo Mourão,4104303,campo-mourense,TAUILLO TEZELLI,"749,638",94859,"115,05","98,2","0,757","12,27","325876,0211","263940,0456","36491,24"
Cândido de Abreu,4104402,cândido-abreuense,JOSE MARIA REIS JUNIOR,"1510,16",15018,"11,03","98,1","0,629","13,27","44514,10934","39540,31021","18476,54"
Candói,4104428,candoianos,GELSON KRUK DA COSTA,"1512,786",15979,"9,9","93,8","0,635","7,17","62024,48056","45619,27801","29957,73"
Cantagalo,4104451,cantagalense,JAIR ROCHA DA SILVA,"583,54",13317,"22,2",96,"0,635","10,81","37515,04895","31909,28602","17528,82"
Capanema,4104501,capanemense,AMERICO BELLE,"419,036",19124,"44,25","98,2","0,706",4,"63634,53021","52869,59706","34042,42"
Capitão Leônidas Marques,4104600,leônidas-marquesiense,CLAUDIOMIRO QUADRI,"275,748",15780,"54,29","98,2","0,716","16,39","54181,82619","43538,47907","74822,73"
Carambeí,4104659,carambiense,OSMAR JOSE BLUM CHINATO,"649,68",23415,"29,5","98,2","0,728","13,7","85492,76962","75170,97805","57644,15"
Carlópolis,4104709,carlopolitano,HIROSHI KUBO,"451,418",14320,"30,36","98,1","0,713","9,9","39762,4564","32200,5857","18640,11"
Cascavel,4104808,cascavelense,LEONALDO PARANHOS DA SILVA,"2101,074",328454,"136,23","98,1","0,782","9,84","962657,5808","805933,7399","35590,04"
Castro,4104907,castrense,MOACYR ELIAS FADEL JUNIOR,"2531,503",71484,"26,5","97,2","0,703","11,58",214539,"176703,1388","37188,13"
Catanduvas,4105003,catanduvense,MOISES APARECIDO DE SOUZA,"581,756",10189,"17,54","97,8","0,678","17,39","31959,51902","25617,01953",24835
Centenário do Sul,4105102,centenariense,LUIZ NICACIO,"371,834",10827,"30,09","97,9","0,668","5,78","33044,34839","29330,14889","19821,67"
Cerro Azul,4105201,cerro-azulense,PATRIK MAGARI,"1341,189",17779,"12,63","92,9","0,573","4,52","46398,93415","40136,50712","17840,43"
